Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
11201,558,27,Great basic!,The shirt fits true to size. the length of the top is great: not too short (won't show your midrift when you raise your arms) not too long (this is a shirt not a dress). this is a great top for a casual day in jeans or a flirty day with skirt to dress it up.,5,1,0,Initmates,Intimate,Layering
11265,1045,35,Love it!,"Beautiful color, gorgeous chic design and great material",5,1,0,General,Bottoms,Pants
11349,561,20,Love it!,"Doesn't fit as tight/as slimming as you think it would by looking at the picture, definitely order one size down if you want it to fit tight!",3,1,0,General Petite,Trend,Trend
11355,731,30,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,5,1,0,Initmates,Intimate,Lounge
11406,572,43,Cheaply made,"I had loved this on-line when i saw the pretty floral pattern. however, in person, it is such a disappointment. the quality of the fabric and the fit are just very poor.",1,0,4,General,Trend,Trend
11456,701,32,Well-made but lacks structure,I love the style of this swimsuit on the model. when i purchased is i didn't realize that there was no support (wire/ padding/ lining) in the chest. the rest of the swimsuit was great but i did not like the look in the chest - it provided no support. i ended up returning it.,3,1,5,Initmates,Intimate,Swim
11521,141,26,Great basic leggings!,"Soft, versatile comfort. what more could you want in a legging?",5,1,0,Initmates,Intimate,Legwear
11538,667,29,Runs big,"This is an adorable top. sweet back detail, thin material but soft. the top is two sizes too big, i'm normally a large and a small fits. i know it is supposed to be baggy but the large was inches too big under each arm. size down and petite ladies will be sized out. love this though.",5,1,1,General Petite,Intimate,Lounge
11572,983,48,Unique jacket,"This is a very cute and unique cropped jacket. the attention to detail is excellent. i am normally a small but had to size down to an xs as the style is a bit boxy and to make it more fitted/tailored, an xs looked better. i am 5'5"" 118 lbs, 34c, slim athletic build. it is a chic alternative to a cardigan on a cooler day.",4,1,0,General,Jackets,Jackets
11650,693,40,Love it!,Love!! so comfy! i wish they came in more colors. i'd order every one!!,5,1,1,General Petite,Intimate,Lounge
11666,901,62,Lightweight cashmere,"I have only worn this 3 times with no signs of pilling, yet. it is good for cool spring days/evenings. for me, it'll be the cooler 3-seasons sweater. i wear a size large and it fits properly. i have worn lightweight long sleeve knit tees under this with ease in the sleeves. i think a slim sleeved shirt/blouse would work equally well. while i like the idea of the pockets, i think they'll stretch out easily beyond a tissue or quick hand warming. i removed 1 star due to the high price and i receive",4,1,0,General,Tops,Fine gauge
11670,682,61,"Not skirted, but has nylon over shorts","I ordered my usual size small. i din't notice any fit problems after taking a quick look in the mirror the first day i wore them to my muscle training class. (this garment is more skin revealing than i really like, but i need to stay cool in the summer heat.) during the work-out i noticed that the leg edges of the shorts showed fat bulges; this was ugly, embarrassing, and unnecessary since i do not have overly fatty legs. later i noticed that the low-waist line of the shorts showed bulging fat a",4,1,3,Initmates,Intimate,Lounge
11686,457,39,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,5,1,0,Initmates,Intimate,Legwear
11758,518,55,Love it!,"As cute in person as the picture shows. good quality, worth the money!",5,1,1,Initmates,Intimate,Lounge
11788,695,32,This product has a beautiful print,This was a gift for a bachelorette. very pretty and sexy without being too over the top. love the print!,4,1,1,Initmates,Intimate,Intimates
11821,1138,33,Wanted to love it,"I wanted to love this dress. the wool is lightweight yet warm and drapes beautifully. the plaid print is rich, however it is much darker in color than shown in the photos. the dress runs very large. i ordered it in my typical size and it was too big. dolman sleeve dresses usually look great on me, but the cut of this dress, while beautiful, was nothing remarkable. for as expensive as it is it would have had to be an amazing dress for me to keep it. sadly it didn't quite make the cut. it's a sham",4,1,5,General,Trend,Trend
11843,333,54,Beautiful fit and design.,"These shorts are great, both the design and fit are beautiful. i would say that these run true to size, i bought my usual size, 26, and they fit perfectly. they fit a little high waisted, which i love. the material is so soft and are so comfortable. i would recommend these shorts if you're thinking about it!",5,1,0,General,Bottoms,Shorts
11893,196,32,So comfy,"This is a very comfy dress/tunic. i like to wear it with leggings. washed well, nice color, looks nice with boots. nice find!",5,1,0,Initmates,Intimate,Sleep
11912,78,43,Beautiful...runs very small,This bra is beautiful. the lace is so lovely and soft and looks fabulous on. my only criticism is it runs very small. i am a 32 a and order the size 1 and it is snug... just order a size up (or two) and it should be perfect.,4,1,0,Initmates,Intimate,Intimates
11917,342,28,Love it!,Perfect fit and i've gotten so many compliments. i buy all my suits from here now!,5,1,0,Initmates,Intimate,Swim
11926,79,54,Perfectly flattering,"I managed to find this huit eden lagoon fixed straps foam bandeau swimsuit in a size 32c and it fits perfectly. my current measurements are 33-25-37 or 38 hips, and i normally wear a 30d or 32c bra.
.
i have a longish torso, yet this doesn't ride up. fits like on the model. there is a thin strip of silicone around the back to keep it from sliding down. the v-shape is held by a hard wire, but it doesn't cut in anywhere. the soft black straps are sewn in and not adjustable but do hold their shap",5,1,0,Initmates,Intimate,Swim
11941,473,36,Lovely,These shorts are divine. the fabric is sturdy and there is a weave of sparkle that i did not perceive from the picture.,4,1,0,General Petite,Bottoms,Pants
11986,804,72,Beautiful fall color,"I am somewhere between a size 6 or 8, so i ordered this dress in a size small. mistake. too small. the color of this dress is so lovely. it's between red and orange. will probably order it in medium.",4,1,0,Initmates,Intimate,Lounge
11988,602,56,Fits well and good for relaxing,"I was looking for a romper for a long time which i don't need to care whether to wear bras after taking shower and relax. because of its design with a line on the top, no worries for a relaxed romper. the texture was not as silky as i wished but you will like this if you want a light on weight.",5,1,11,General,Bottoms,Shorts
11991,303,51,A great wake up call,This sweatshirt is the perfect solution to chilly mornings or evenings. sundry's lightweight fleece is never too warm or cool. the fit is true to size. the short sleeves look even cuter rolled up once or twice. i know i will be getting a lot of use from this top once early summer comes along!,5,1,1,Initmates,Intimate,Lounge
12032,776,56,Really comfy socks,"Yes,you need these, so comfortable - and wash up perfectly - workout, walking or great to sleep in",5,0,0,Initmates,Intimate,Legwear
12053,668,54,Love it!,"Perfect for when you're a guest at someone's home , having guests or just lounging !  prettiest set you'll ever own... you'll feel as if your on vacation even if you're not. i wouldn't travel without this set !! highly recommend. love.",5,1,8,Initmates,Intimate,Sleep
12073,633,25,Love it!,Sleeves were a bit too long and the size was too big but it's really cute and if they had a smaller size i would definitely have exchanged!,4,1,1,General,Bottoms,Shorts
12080,734,39,Beautiful but sheer,These pajama pants are beautiful but very sheer and very delicate.  not ideal for a mom with kids,3,0,0,General Petite,Intimate,Lounge
12090,501,41,Love it!,"This robe is so pretty, i kind of feel like a movie star when i wear it! the embroidered flowers and trim are a very nice touch. the fabric is very light and soft, i'm sure it will feel nice and cool on those hot summer nights ahead. the fit is true to size and is actually a bit longer than what is shown on the model. i am extremely happy i decided to make this purchase.",5,1,3,Initmates,Intimate,Sleep
